,ent,ent_label
101,the United States,GPE
102,State,ORG
103,The Bank of the United States,ORG
104,Congress,ORG
105,Great Britain,GPE
106,the first Bank of the United States,ORG
107,the Federal Government,ORG
108,first,ORDINAL
109,One,CARDINAL
110,one,CARDINAL
111,the last few years,DATE
112,Treasury,ORG
113,Constitution,LAW
114,States,GPE
115,the Post-Office Department,ORG
116,Europe,LOC
117,the United States,GPE
118,Constitution,LAW
119,Constitution,LAW
120,nearly half a century,DATE
121,American,NORP
122,two,CARDINAL
123,republican,NORP
124,three,CARDINAL
125,First,ORDINAL
126,Bank of the United States,ORG
127,secondly,ORDINAL
128,thirdly,ORDINAL
129,the year 1833,DATE
130,State,ORG
131,first,ORDINAL
132,the Bank of the United States,ORG
133,"the act of June, 1836",DATE
134,States,GPE
135,Treasury,ORG
136,Treasury,ORG
137,Treasury,ORG
138,Treasury,ORG
139,States,GPE
140,Constitution,LAW
141,Treasury,ORG
142,fourth,ORDINAL
143,Treasury,ORG
144,Treasury,ORG
145,State,ORG
146,Treasury,ORG
147,Congress,ORG
148,Executive,ORG
149,Treasury,ORG
150,Treasury,ORG
151,State,ORG
152,Treasury,ORG
153,Treasury,ORG
154,Congress,ORG
155,Treasury,ORG
156,"5,000",CARDINAL
157,less than,CARDINAL
158,State,ORG
159,New York,GPE
160,more than 2,CARDINAL
161,Washington,GPE
162,only 4,DATE
163,daily,DATE
164,Treasury,ORG
165,May,DATE
166,Treasury,ORG
167,five millions,CARDINAL
168,Treasury,ORG
169,"30,000",MONEY
170,one million,CARDINAL
171,Mint,ORG
172,four millions,CARDINAL
173,one-half,CARDINAL
174,Treasury,ORG
175,Army,ORG
176,Navy,ORG
177,Congress,ORG
178,Treasury,ORG
179,ten,CARDINAL
180,"60,000",MONEY
181,Congress,ORG
182,May,DATE
183,the United States,GPE
184,Executive,ORG
185,two,CARDINAL
186,Senate,ORG
187,first,ORDINAL
188,Executive,ORG
189,the Treasury Department,ORG
190,Congress,ORG
191,Executive,ORG
192,Congress,ORG
193,Constitution,LAW
194,500,MONEY
195,1,MONEY
196,Congress,ORG
197,States,GPE
198,Congress,ORG
199,Treasury,ORG
200,Treasury,ORG
201,State,ORG
202,Treasury,ORG
203,the act of 1789,DATE
204,Congress,ORG
205,Treasury,ORG
206,Congress,ORG
207,Treasury,ORG
208,State,ORG
209,eighty millions,CARDINAL
210,"between August, 1834",DATE
211,"December, 1836",DATE
212,"10,000,000",MONEY
213,Mint,ORG
214,one previous years,DATE
215,one,CARDINAL
216,the month of,DATE
217,one,CARDINAL
218,Congress,ORG
219,Treasury,ORG
220,Treasury,ORG
221,eighty millions,CARDINAL
222,ten millions,CARDINAL
223,Treasury,ORG
224,Constitution,LAW
225,States,GPE
226,Constitution,LAW
227,first,ORDINAL
228,Congress,ORG
229,Constitution,LAW
230,the Federal Constitution,LAW
231,three,CARDINAL
232,four,CARDINAL
233,the United States,GPE
234,States,GPE
235,Constitution,LAW
236,States,GPE
237,nearly half a century,DATE
238,the Federal Government,ORG
239,Constitution,LAW
240,The Treasury Department,ORG
241,Union,ORG
242,Constitution,LAW
243,Congress,ORG
244,Treasury,ORG
245,Treasury,ORG
246,Congress,ORG
247,the first half of the year,DATE
248,Treasury,ORG
249,December,DATE
250,"about $ 3,000,000",MONEY
251,nearly six millions,CARDINAL
252,the year,DATE
253,Treasury,ORG
254,the year,DATE
255,about six millions,CARDINAL
256,four millions,CARDINAL
257,Treasury,ORG
258,Mint,ORG
259,ten millions,CARDINAL
260,the present year,DATE
261,two and a half millions,DATE
262,Treasury,ORG
263,"9,367,214",MONEY
264,"the 23d of June, 1836",DATE
265,States,GPE
266,October,DATE
267,Treasury,ORG
268,Congress,ORG
269,Congress,ORG
270,Treasury,ORG
271,States,GPE
272,American,NORP
273,the year,DATE
274,Treasury,ORG
275,Congress,ORG
276,republican,NORP
277,Constitution,LAW
278,the Federal Government,ORG
279,Congress,ORG
280,the General Government,ORG
281,Providence,GPE
282,first,ORDINAL
283,the Supreme Ruler of Nations,ORG
284,annual,DATE
285,Constitution,LAW
286,M. VAN Fellow,PERSON
